Order_ID,Order_Date,Customer_ID,Region,Segment,Category,Product,Quantity,Price,Sales,Cost,Profit
ORD10047,2023-02-16,CUST1509,East,Consumer,Sports,Sofa,8,436.47,3491.76,3080.0576176877294,411.70238231227086
ORD10048,2023-01-01,CUST9138,East,Home Office,Books,Treadmill,8,323.77,2590.16,2284.7624232564804,305.3975767435195
ORD10049,2023-07-08,CUST1651,East,Consumer,Sports,Smartphone,3,241.5,724.5,639.0764955251105,85.42350447488946
ORD10050,2023-05-21,CUST8944,North,Corporate,Clothing,T-shirt,2,289.28,578.56,510.34381953210203,68.21618046789791
ORD10051,2023-06-04,CUST2808,South,Home Office,Books,Treadmill,3,272.34,817.02,720.6877548294352,96.33224517056476
ORD10052,2023-06-04,CUST1926,South,Consumer,Home,Blender,2,352.43,704.86,621.7521858327528,83.10781416724717
ORD10053,2023-03-15,CUST3468,North,Corporate,Sports,Headphones,1,321.86,321.86,283.9105049685467,37.949495031453296
ORD10054,2023-10-09,CUST8639,South,Home Office,Electronics,Book,6,272.13,1632.78,1440.2640722753486,192.51592772465142
ORD10055,2023-05-23,CUST3155,East,Home Office,Electronics,Sofa,3,473.23,1419.69,1252.2988404859134,167.39115951408667
ORD10056,2023-12-08,CUST6670,South,Home Office,Electronics,Blender,3,133.47,400.40999999999997,353.1989228063623,47.211077193637664
ORD10057,2023-07-14,CUST3712,North,Corporate,Home,Book,6,419.92,2519.52,2222.4513623263306,297.0686376736694
ORD10058,2023-03-15,CUST1534,West,Consumer,Books,Blender,4,179.4,717.6,632.9900527105857,84.60994728941432
ORD10059,2023-04-09,CUST9809,North,Consumer,Electronics,Headphones,1,329.95,329.95,291.0466386452867,38.9033613547133
ORD10060,2023-07-05,CUST6338,North,Home Office,Sports,Headphones,7,411.36,2879.52,2540.0049004754537,339.51509952454626
ORD10061,2023-04-07,CUST8072,West,Consumer,Sports,T-shirt,3,169.16,507.48,447.64463761088075,59.83536238911927
ORD10062,2023-05-05,CUST8719,East,Consumer,Clothing,Smartphone,6,411.69,2470.14,2178.893602010209,291.2463979897907
ORD10063,2023-05-23,CUST4861,North,Home Office,Home,Book,8,58.21,465.68,410.7731434591214,54.90685654087861
ORD10064,2023-04-07,CUST2386,North,Home Office,Sports,Treadmill,7,388.14,2716.98,2396.6294780011244,320.3505219988756
ORD10065,2023-05-14,CUST2064,West,Corporate,Clothing,Laptop,3,404.15,1212.4499999999998,1069.4938536914012,142.9561463085986
ORD10066,2023-08-02,CUST3643,West,Home Office,Home,Smartphone,3,263.99,791.97,698.5913211332254,93.37867886677464
ORD10067,2023-03-28,CUST3176,East,Home Office,Books,Book,4,120.96,483.84,426.7919552724216,57.04804472757837
ORD10068,2023-03-12,CUST2028,East,Corporate,Sports,Laptop,5,333.62,1668.1,1471.4196027404234,196.68039725957647
ORD10069,2023-10-10,CUST5588,North,Consumer,Electronics,Laptop,4,323.88,1295.52,1142.7693326193114,152.75066738068858
ORD10070,2023-07-16,CUST4781,East,Home Office,Books,Book,8,223.63,1789.04,1578.0999496952984,210.94005030470157
ORD10071,2023-08-14,CUST3588,South,Home Office,Electronics,Blender,4,246.02,984.08,868.0502383938589,116.02976160614116
ORD10072,2023-09-03,CUST2659,North,Corporate,Clothing,Book,8,312.56,2500.48,2205.656308530888,294.82369146911196
ORD10073,2023-01-26,CUST4394,East,Home Office,Beauty,Lipstick,4,26.05,104.2,91.91410743094067,12.285892569059328
ORD10074,2023-05-24,CUST5083,West,Corporate,Electronics,Treadmill,5,248.53,1242.65,1096.1330671694668,146.51693283053328
ORD10075,2023-01-19,CUST5905,South,Home Office,Home,Headphones,9,440.61,3965.4900000000002,3497.93161109713,467.5583889028703
ORD10076,2023-11-01,CUST8561,South,Consumer,Beauty,Lipstick,7,239.4,1675.8,1478.2117200841687,197.5882799158312
ORD10077,2023-10-07,CUST7473,West,Home Office,Electronics,Sofa,6,109.24,655.4399999999999,578.1591417901703,77.2808582098296
ORD10078,2023-10-12,CUST3276,West,Consumer,Clothing,Smartphone,6,112.86,677.16,597.3182052585008,79.84179474149914
ORD10079,2023-06-24,CUST9341,East,Consumer,Sports,Book,8,428.94,3431.52,3026.9203256374426,404.5996743625574
ORD10080,2023-09-26,CUST2101,North,Corporate,Clothing,Smartphone,9,66.62,599.58,528.8854177873648,70.69458221263528
ORD10081,2023-08-14,CUST6648,West,Corporate,Books,Headphones,6,10.55,63.300000000000004,55.83649712455417,7.463502875445833
ORD10082,2023-05-21,CUST6897,North,Consumer,Sports,Treadmill,2,422.73,845.46,745.7744843432159,99.6855156567841
ORD10083,2023-09-23,CUST4273,North,Home Office,Electronics,Laptop,6,335.51,2013.06,1775.7064597402057,237.35354025979427
ORD10084,2023-11-19,CUST6364,North,Consumer,Electronics,Smartphone,6,70.0,420.0,370.4791278406438,49.5208721593562
ORD10085,2023-10-17,CUST8710,North,Home Office,Sports,Blender,6,408.22,2449.32,2160.528422387252,288.79157761274837
ORD10086,2023-08-04,CUST5462,North,Home Office,Books,Laptop,7,16.79,117.53,103.67240927407349,13.857590725926514
ORD10087,2023-11-08,CUST2475,West,Corporate,Beauty,Book,1,237.05,237.05,209.10018393958242,27.94981606041759
ORD10088,2023-12-06,CUST5524,South,Corporate,Beauty,Lipstick,5,199.44,997.2,879.6233006730714,117.57669932692863
ORD10089,2023-09-19,CUST4148,West,Home Office,Sports,Laptop,9,395.02,3555.18,3135.9999659916666,419.1800340083332
ORD10090,2023-10-09,CUST1946,West,Home Office,Clothing,Treadmill,2,348.69,697.38,615.1541289845433,82.22587101545673
ORD10091,2023-07-20,CUST3201,South,Consumer,Beauty,Lipstick,5,22.85,114.25,100.77914370427037,13.470856295729632
ORD10092,2023-04-10,CUST7718,East,Corporate,Electronics,Sofa,1,45.99,45.99,40.56746449855049,5.422535501449509
ORD10093,2023-03-17,CUST6853,West,Home Office,Home,Laptop,8,223.15,1785.2,1574.7127119550412,210.48728804495886
ORD10094,2023-09-24,CUST6028,North,Consumer,Home,Blender,6,301.46,1808.7599999999998,1595.494826840578,213.2651731594217
ORD10095,2023-12-10,CUST5112,East,Home Office,Sports,Book,5,30.69,153.45000000000002,135.3571956360638,18.09280436393621
ORD10096,2023-04-24,CUST6518,West,Corporate,Home,Lipstick,9,209.82,1888.3799999999999,1665.727084361226,222.65291563877395
ORD10097,2023-04-18,CUST8925,West,Corporate,Electronics,Smartphone,8,433.12,3464.96,3056.41752095885,408.5424790411498
ORD10098,2023-06-16,CUST3052,North,Corporate,Electronics,T-shirt,4,272.72,1090.88,962.2577880447656,128.62221195523455
ORD10099,2023-03-16,CUST3216,North,Consumer,Home,T-shirt,2,306.98,613.96,541.5699174500992,72.39008254990085
ORD10100,2023-08-15,CUST4846,South,Home Office,Electronics,Laptop,3,270.9,812.6999999999999,716.8771123716457,95.82288762835424
ORD10101,2023-12-16,CUST4815,West,Home Office,Home,Smartphone,4,267.53,1070.12,943.9455340114993,126.17446598850063
ORD10102,2023-04-02,CUST3655,West,Consumer,Clothing,Smartphone,6,35.69,214.14,188.8914296090368,25.24857039096318
ORD10103,2023-09-30,CUST4550,North,Consumer,Clothing,Book,6,224.09,1344.54,1186.0095393972838,158.53046060271618
ORD10104,2023-03-17,CUST8758,East,Corporate,Home,Laptop,2,16.02,32.04,28.26226489527197,3.7777351047280305
ORD10105,2023-09-13,CUST1512,East,Home Office,Sports,Book,6,399.85,2399.1000000000004,2116.2297038154493,282.8702961845511
ORD10106,2023-02-02,CUST8186,North,Corporate,Books,Treadmill,3,59.19,177.57,156.63328269205505,20.936717307944946
ORD10107,2023-03-02,CUST6643,West,Home Office,Electronics,Laptop,1,46.61,46.61,41.114362258696204,5.495637741303796
ORD10108,2023-02-23,CUST4266,West,Home Office,Beauty,Blender,2,56.47,112.94,99.62360166267216,13.31639833732784
ORD10109,2023-01-04,CUST6966,North,Home Office,Clothing,Blender,4,299.74,1198.96,1057.5944169424245,141.36558305757558
ORD10110,2023-05-25,CUST1317,North,Corporate,Beauty,Sofa,2,335.45,670.9,591.7963020673521,79.10369793264783
ORD10111,2023-04-30,CUST2018,South,Consumer,Home,Laptop,2,129.36,258.72,228.2151427498366,30.50485725016344
ORD10112,2023-02-19,CUST9181,West,Corporate,Home,Blender,2,346.29,692.58,610.9200818092216,81.6599181907784
ORD10113,2023-07-04,CUST9969,North,Home Office,Clothing,Book,9,295.14,2656.2599999999998,2343.068781233306,313.19121876669396
ORD10114,2023-07-18,CUST3110,North,Home Office,Sports,Treadmill,9,163.89,1475.0099999999998,1301.096234181495,173.91376581850477
ORD10115,2023-02-18,CUST4998,South,Home Office,Clothing,T-shirt,7,156.06,1092.42,963.6162115135146,128.80378848648547
ORD10116,2023-10-27,CUST7274,North,Home Office,Clothing,Lipstick,6,473.2,2839.2,2504.438904202752,334.7610957972479
ORD10117,2023-06-02,CUST7864,West,Home Office,Beauty,Treadmill,6,416.91,2501.46,2206.5207598291827,294.93924017081736
ORD10118,2023-05-30,CUST9469,East,Corporate,Electronics,Lipstick,4,429.19,1716.76,1514.3422559802468,202.41774401975317
ORD10119,2023-12-26,CUST1527,South,Corporate,Books,Sofa,9,344.86,3103.7400000000002,2737.7878291526663,365.95217084733395
ORD10120,2023-01-14,CUST4594,South,Home Office,Electronics,Laptop,9,450.91,4058.19,3579.701647170529,478.48835282947084
ORD10121,2023-06-29,CUST2184,East,Corporate,Electronics,Laptop,4,385.42,1541.68,1359.9053852603897,181.77461473961034
ORD10122,2023-02-20,CUST1147,East,Home Office,Clothing,Sofa,2,376.28,752.56,663.8280296375116,88.73197036248837
ORD10123,2023-05-12,CUST4682,East,Corporate,Electronics,Lipstick,5,396.66,1983.3000000000002,1749.4553672532115,233.84463274678865
ORD10124,2023-05-22,CUST8502,North,Consumer,Clothing,Laptop,5,456.76,2283.8,2014.524362291577,269.2756377084231
ORD10125,2023-09-05,CUST9646,South,Consumer,Beauty,Treadmill,8,385.48,3083.84,2720.2341752383118,363.6058247616884
ORD10126,2023-01-06,CUST3868,West,Home Office,Electronics,Laptop,7,461.03,3227.21,2846.6998718062,380.5101281938
ORD10127,2023-07-23,CUST5738,North,Home Office,Home,Headphones,4,76.06,304.24,268.36802346247015,35.87197653752986
ORD10128,2023-05-29,CUST7803,North,Corporate,Sports,Treadmill,4,233.87,935.48,825.1805107437273,110.29948925627275
ORD10129,2023-10-01,CUST7809,North,Corporate,Books,Headphones,7,31.61,221.26999999999998,195.18075385071248,26.089246149287504
ORD10130,2023-03-31,CUST3896,West,Home Office,Home,T-shirt,8,347.72,2781.76,2453.7714730047364,327.9885269952638
ORD10131,2023-05-30,CUST1554,West,Home Office,Electronics,Book,3,242.36,727.08,641.352295881846,85.72770411815407
ORD10132,2023-09-18,CUST2049,East,Consumer,Home,Treadmill,2,409.91,819.82,723.1576156817061,96.6623843182939
ORD10133,2023-06-04,CUST5967,North,Consumer,Electronics,Smartphone,5,326.02,1630.1,1437.9000626024604,192.19993739753954
ORD10134,2023-01-22,CUST8191,East,Corporate,Clothing,Blender,4,298.78,1195.12,1054.207179202167,140.91282079783286
ORD10135,2023-11-25,CUST2205,South,Corporate,Books,Book,2,202.22,404.44,356.75375824730946,47.686241752690535
ORD10136,2023-11-01,CUST2410,North,Home Office,Home,T-shirt,2,487.39,974.78,859.8467719916732,114.93322800832675
ORD10137,2023-09-29,CUST7073,West,Consumer,Clothing,Blender,6,491.06,2946.36,2598.9640073918076,347.3959926081925
ORD10138,2023-05-23,CUST4133,North,Corporate,Home,T-shirt,9,151.9,1367.1000000000001,1205.9095611212956,161.19043887870453
ORD10139,2023-12-19,CUST4410,South,Home Office,Beauty,Lipstick,8,393.82,3150.56,2779.0874309752826,371.47256902471736
ORD10140,2023-07-30,CUST5199,South,Home Office,Sports,Sofa,5,466.77,2333.85,2058.67312502592,275.17687497407996
ORD10141,2023-05-07,CUST4098,East,Consumer,Sports,T-shirt,1,52.73,52.73,46.512772407231296,6.217227592768701
ORD10142,2023-02-19,CUST4017,North,Corporate,Electronics,Laptop,2,167.61,335.22,295.6952696065253,39.52473039347473
ORD10143,2023-08-26,CUST8293,East,Consumer,Books,Headphones,8,46.95,375.6,331.3141914689186,44.28580853108144
ORD10144,2023-08-23,CUST1686,West,Home Office,Home,Headphones,6,171.85,1031.1,909.5262588487805,121.57374115121945
ORD10145,2023-03-21,CUST1884,West,Corporate,Beauty,Treadmill,2,198.63,397.26,350.42032934755747,46.83967065244252
ORD10146,2023-09-02,CUST1091,South,Consumer,Beauty,Lipstick,2,231.43,462.86,408.28564074362,54.574359256380035
ORD10147,2023-05-02,CUST1419,North,Consumer,Clothing,Treadmill,1,104.01,104.01,91.74650973025086,12.263490269749141
ORD10148,2023-06-02,CUST7362,North,Corporate,Electronics,Laptop,8,281.62,2252.96,1987.3206091901352,265.63939080986484
ORD10149,2023-12-17,CUST3029,West,Consumer,Books,Blender,3,400.17,1200.51,1058.9616613427888,141.54833865721116
ORD10150,2023-08-24,CUST9929,South,Consumer,Sports,Book,3,248.36,745.08,657.2299727893021,87.85002721069793
ORD10151,2023-09-29,CUST2215,West,Home Office,Books,Headphones,7,385.63,2699.41,2381.1311011531243,318.27889884687556
ORD10152,2023-05-01,CUST3738,East,Home Office,Home,T-shirt,7,356.8,2497.6,2203.115880225695,294.4841197743049
ORD10153,2023-09-22,CUST6774,North,Corporate,Home,Lipstick,3,78.87,236.61,208.71206294851126,27.897937051488753
ORD10154,2023-08-24,CUST6407,West,Home Office,Electronics,Book,4,466.19,1864.76,1644.8920438859973,219.8679561140027
ORD10155,2023-03-04,CUST3758,East,Consumer,Sports,Lipstick,4,113.87,455.48,401.7757932115629,53.70420678843709
ORD10156,2023-07-20,CUST4537,North,Home Office,Home,T-shirt,2,249.71,499.42,440.5349667289865,58.885033271013526
ORD10157,2023-04-27,CUST2556,South,Home Office,Books,Blender,7,44.98,314.85999999999996,277.73585283786923,37.124147162130726
ORD10158,2023-05-08,CUST7311,North,Home Office,Sports,T-shirt,9,388.45,3496.0499999999997,3083.841797350673,412.2082026493267
ORD10159,2023-08-14,CUST3593,South,Consumer,Clothing,Blender,5,471.34,2356.7,2078.8289537667742,277.87104623322557
ORD10160,2023-03-31,CUST6406,East,Home Office,Books,Blender,5,398.42,1992.1000000000001,1757.2177870746345,234.8822129253656
ORD10161,2023-02-19,CUST9755,East,Home Office,Books,Sofa,3,155.83,467.49,412.3697320814823,55.1202679185177
ORD10162,2023-08-13,CUST6309,East,Home Office,Books,Treadmill,2,348.95,697.9,615.6128174285363,82.28718257146363
ORD10163,2023-09-07,CUST3082,West,Home Office,Sports,Lipstick,4,166.85,667.4,588.7089760020134,78.69102399798658
ORD10164,2023-10-26,CUST7030,North,Corporate,Books,Laptop,5,86.65,433.25,382.1668622308546,51.083137769145424
ORD10165,2023-01-28,CUST8819,East,Home Office,Books,Book,1,328.28,328.28,289.57354306553935,38.70645693446062
ORD10166,2023-09-09,CUST5394,South,Consumer,Clothing,Sofa,3,206.65,619.95,546.853655487636,73.096344512364
ORD10167,2023-09-08,CUST2539,South,Home Office,Electronics,Blender,1,379.22,379.22,334.50736871364035,44.71263128635968
ORD10168,2023-05-22,CUST9805,North,Consumer,Electronics,Book,6,415.24,2491.44,2197.682186350699,293.75781364930117
ORD10169,2023-05-25,CUST6762,South,Consumer,Electronics,T-shirt,1,194.33,194.33,171.4171640792198,22.912835920780225
ORD10170,2023-10-22,CUST6469,North,Home Office,Clothing,Sofa,7,305.19,2136.33,1884.4420837614346,251.88791623856537
ORD10171,2023-11-01,CUST1449,South,Corporate,Clothing,Headphones,2,260.66,521.32,459.85280696639154,61.46719303360851
ORD10172,2023-08-30,CUST7623,East,Corporate,Electronics,Lipstick,6,403.0,2418.0,2132.901264568278,285.09873543172216
ORD10173,2023-01-03,CUST9161,West,Corporate,Beauty,Treadmill,7,93.32,653.24,576.2185368348146,77.02146316518542
ORD10174,2023-12-28,CUST8747,North,Corporate,Books,Laptop,8,396.93,3175.44,2801.033908834033,374.40609116596715
ORD10175,2023-08-13,CUST7978,North,Home Office,Clothing,Lipstick,7,29.64,207.48000000000002,183.01668915327804,24.46331084672198
ORD10176,2023-03-09,CUST2990,East,Corporate,Clothing,Laptop,3,231.1,693.3,611.5551888855198,81.74481111448017
ORD10177,2023-06-22,CUST2777,East,Corporate,Home,Sofa,4,16.49,65.96,58.18286493421157,7.777135065788421
ORD10178,2023-12-13,CUST4203,East,Consumer,Clothing,Laptop,7,348.68,2440.76,2152.977704924595,287.7822950754053
ORD10179,2023-02-04,CUST2290,West,Consumer,Electronics,Smartphone,5,487.11,2435.55,2148.3819995530475,287.16800044695265
ORD10180,2023-10-03,CUST2359,South,Corporate,Clothing,Headphones,7,371.61,2601.27,2294.5624782810273,306.70752171897266
ORD10181,2023-03-10,CUST2911,North,Corporate,Books,Smartphone,4,483.24,1932.96,1705.0507975020257,227.90920249797432
ORD10182,2023-02-09,CUST3567,West,Consumer,Sports,Smartphone,5,285.79,1428.95,1260.467023161638,168.482976838362
ORD10183,2023-09-18,CUST8673,South,Consumer,Books,Treadmill,7,323.48,2264.36,1997.3764712315242,266.98352876847594
ORD10184,2023-01-28,CUST7229,East,Consumer,Books,Headphones,8,208.89,1671.12,1474.08352408823,197.0364759117699
ORD10185,2023-08-11,CUST2088,North,Consumer,Books,Laptop,4,156.4,625.6,551.8374818502542,73.7625181497458
ORD10186,2023-06-18,CUST5053,West,Consumer,Beauty,Treadmill,2,133.07,266.14,234.7602740083546,31.379725991645387
ORD10187,2023-02-15,CUST7939,East,Consumer,Books,Smartphone,3,294.03,882.0899999999999,778.0855568498891,104.00444315011077
ORD10188,2023-09-22,CUST2462,West,Consumer,Clothing,Lipstick,6,310.87,1865.22,1645.2978067402992,219.92219325970086
ORD10189,2023-07-11,CUST3544,East,Consumer,Clothing,Book,8,67.84,542.72,478.72960062303383,63.990399376966195
ORD10190,2023-09-17,CUST5339,North,Consumer,Clothing,Lipstick,1,359.89,359.89,317.45650790135545,42.433492098644535
ORD10191,2023-02-24,CUST4813,North,Consumer,Books,Laptop,7,175.69,1229.83,1084.8246328387118,145.00536716128818
ORD10192,2023-06-02,CUST6419,West,Home Office,Clothing,Treadmill,9,461.86,4156.74,3666.6319282388513,490.1080717611485
ORD10193,2023-09-07,CUST6127,North,Corporate,Sports,Sofa,6,434.89,2609.34,2301.680970094537,307.6590299054633
ORD10194,2023-02-25,CUST6140,North,Consumer,Clothing,Smartphone,4,351.71,1406.84,1240.9639433603124,165.87605663968748
ORD10195,2023-09-18,CUST9202,North,Consumer,Beauty,Book,5,490.16,2450.8,2161.833920266309,288.966079733691
ORD10196,2023-01-16,CUST2936,South,Home Office,Home,Sofa,2,350.43,700.86,618.2238131866515,82.63618681334856
ORD10197,2023-12-03,CUST5541,East,Consumer,Beauty,Laptop,8,87.07,696.56,614.4308125920924,82.12918740790758
ORD10198,2023-05-08,CUST1392,South,Consumer,Clothing,Headphones,7,326.15,2283.0499999999997,2013.8627924204327,269.18720757956703
ORD10199,2023-04-05,CUST3334,West,Consumer,Clothing,Sofa,7,124.82,873.74,770.7200789511526,103.01992104884744
ORD10200,2023-07-27,CUST8720,East,Corporate,Books,Lipstick,3,146.18,438.54,386.8331350553236,51.7068649446764
ORD10201,2023-03-13,CUST7406,South,Corporate,Home,Headphones,2,37.81,75.62,66.70388487454639,8.916115125453615
ORD10202,2023-07-02,CUST6423,North,Corporate,Books,Treadmill,7,364.11,2548.77,2248.2525873009467,300.51741269905324
ORD10203,2023-09-08,CUST7722,North,Corporate,Home,Headphones,2,348.67,697.34,615.1188452580823,82.22115474191776
ORD10204,2023-05-24,CUST7597,East,Consumer,Clothing,Sofa,3,285.0,855.0,754.1896531041677,100.81034689583225
ORD10205,2023-10-04,CUST5893,West,Consumer,Home,Lipstick,3,60.38,181.14000000000001,159.78235527870052,21.357644721299494
ORD10206,2023-02-10,CUST7028,West,Home Office,Sports,Sofa,1,193.64,193.64,170.80851979776727,22.83148020223271
ORD10207,2023-01-20,CUST1274,North,Home Office,Electronics,Sofa,4,167.37,669.48,590.5437297779862,78.93627022201383
ORD10208,2023-11-01,CUST5739,West,Consumer,Home,Book,9,108.3,974.6999999999999,859.7762045387511,114.9237954612488
ORD10209,2023-08-22,CUST7279,East,Corporate,Clothing,Lipstick,6,258.67,1552.02,1369.0262285505619,182.9937714494381
ORD10210,2023-12-18,CUST3385,East,Corporate,Beauty,Headphones,3,240.59,721.77,636.6683811941464,85.1016188058536
ORD10211,2023-09-19,CUST9411,North,Home Office,Beauty,Sofa,3,90.25,270.75,238.82672348298644,31.923276517013562
ORD10212,2023-11-29,CUST5982,North,Consumer,Home,Blender,7,65.67,459.69,405.4894054215846,54.200594578415405
ORD10213,2023-09-04,CUST3824,South,Home Office,Clothing,Blender,5,129.81,649.05,572.5225664880234,76.5274335119766
ORD10214,2023-03-01,CUST9284,East,Corporate,Home,Headphones,4,96.18,384.72,339.3588811020297,45.3611188979703
ORD10215,2023-08-10,CUST4500,East,Consumer,Home,Lipstick,3,260.84,782.52,690.2555407568109,92.2644592431891
ORD10216,2023-03-19,CUST4286,North,Corporate,Books,Laptop,3,416.81,1250.43,1102.9957519661339,147.4342480338662
ORD10217,2023-10-11,CUST3584,South,Consumer,Books,Treadmill,5,46.74,233.70000000000002,206.14517184847253,27.554828151527488
ORD10218,2023-03-31,CUST7182,South,Home Office,Beauty,Headphones,6,303.39,1820.34,1605.7094656510417,214.63053434895824
ORD10219,2023-10-11,CUST6582,West,Consumer,Clothing,Laptop,4,21.11,84.44,74.48394655919991,9.95605344080009
ORD10220,2023-05-07,CUST1914,South,Consumer,Home,Smartphone,2,343.36,686.72,605.7510158826831,80.96898411731695
ORD10221,2023-01-29,CUST2465,West,Consumer,Clothing,Laptop,7,479.07,3353.49,2958.09059624362,395.3994037563798
